var_1,var_2
3.2644129304761087,6.929163574119701
0.2208144239964588,2.2516314223823053
-8.786197421878338,-8.333582429433124
-0.0085468063699651,2.630791414285362
4.912902693794891,6.888519712655704
-0.2695984006983463,0.9002772754316738
4.368268718262574,6.362003935057923
-12.060188280562878,-7.610424682268779
3.1457712073058617,6.911495769070289
5.072229683407479,5.190215708113389
3.2817168346125865,5.415588023562467
5.794038577712605,6.437018145340352
-0.7019924994986848,1.1466994434301907
4.395756897328991,8.81556577418816
-9.307054041341884,-7.566780800469262
0.5570842488764319,1.3091364418269162
-9.988174766260114,-5.96473041184284
2.247478820045301,7.59383023415289
3.134131173816905,9.83212621354362
-8.935741421471803,-5.641693268076742
1.1929176725593775,-0.0543467081227622
-9.39180097167196,-5.25194796895414
-9.581058770621995,-5.269664594874067
-10.072780187578848,-4.868499203208852
2.8301116338205694,1.0631657445297018
4.128221242022138,7.409661128118938
0.8170762937918565,2.382763029372049
-7.409415851569578,-6.761407517247802
-0.2594795361355168,1.1770330086772292
-1.522898715819748,0.4280202462608056
-0.919782939778312,1.8201937132274917
-11.628550714936376,-6.7367237322900175
5.070362382807074,1.9740803464575176
4.548788122905831,5.07276844216531
5.189800447032556,6.920544647271812
-9.732132551625714,-8.031094399268001
-8.992734613408336,-7.113084185636907
4.709673687649559,9.081849354678749
4.531193367863258,8.707512548449715
2.5708257946377087,7.491997594223086
0.6474206891159218,1.908447931077655
2.432438424236718,-0.4660210850590118
2.870799509862068,6.82093200824935
0.740219577919063,1.6488821166820686
-8.252998727709928,-7.225426962738612
3.595072718454713,4.820034732112944
4.4695830565490215,6.386153338379785
1.1021314107728086,1.0561872320060035
-9.0712180429396,-5.216490638332006
1.280926761810751,3.045006110418801
4.683418445661103,7.261742345999057
-7.900961617792534,-3.078347780468824
2.9871044281299843,6.7507465397794135
0.7213862423725992,2.2227339617503743
2.157034826899322,7.30654081394493
-10.582544300329351,-4.539802124808854
-10.44277787354904,-6.764523196621624
-10.07250368069603,-7.962500600924919
-0.1281516484127087,-0.585919276921981
-0.3287393119146222,2.0094240823244918
0.7039199979302501,1.3311176832551457
3.7404719557013903,8.205953009707983
1.2348631889588604,3.523097830745517
3.09094119311931,5.311816005653638
-9.60100868914505,-6.970189984311943
3.515273472572881,5.451805139706408
0.4654696058866122,0.9711667410258752
-8.248569866927312,-7.749061809374194
1.151637085845934,5.9438192686727405
-8.518492485694763,-6.470772116369966
0.9913257344238418,1.184738359857205
4.364791195950679,6.433436965028894
-0.0192094961796703,1.218148926614799
1.0252569268729033,0.9415125636408168
-0.8424466660226742,0.147531020274038
0.6123673105449279,1.654288300171412
2.40085407555691,5.891657454953564
-2.2519208646273725,0.8532400391545515
-0.6123463001659573,-0.2460263405568177
1.4282715063519176,3.95585551469964
3.895041642836517,9.771198191473228
1.5461568618872623,2.723482645158805
-9.0228192054424,-6.892048741033356
-0.7731928942312494,1.7296035439660382
3.6280684324660215,9.05952307726444
4.407120948016773,7.011832291699031
-2.4767008582057373,3.838095339317919
3.4331595020630568,7.900028998386956
-7.543714707506922,-5.268775291139743
-1.3418503192867648,1.5903355026391033
4.124710170458407,7.222558797036526
0.6601633037607699,0.7491098478896543
-9.204587725200913,-5.990230812486155
-2.093829338795947,2.301498205830123
-10.130068005854644,-8.579173759387452
-7.378710269818965,-6.988511092552572
-10.137167415832812,-6.155546066564568
6.000303237712115,8.182146756985732
-0.7012629888094573,0.965157521640282
-0.7408465145114405,-1.9274081583127909
1.4988361704613442,0.9474652974465988
-11.330160376787903,-7.167045253425923
-10.012232905768908,-5.439200272502325
0.8938320628272878,2.5539439122450824
-9.016243494115685,-6.771990690488698
4.865828896621075,6.561673008033663
-8.541804556007285,-7.339441827770512
-12.295345855816295,-5.746038244626971
-11.3169750181801,-7.00204785562426
2.843378631827955,5.188804248855842
-9.595350735398195,-6.707777744058695
1.77006538803123,0.4287959408937046
2.158563214818426,6.440528943443907
-0.8952763105998518,-0.0786698807093368
-1.0652911108772198,1.8204828428017603
